journey_id,card_no,in_code,out_code,in_time,out_time,fare
22898,6273845739822959,400,320,2026-03-02 09:50:00,2026-03-02 10:28:00,36
22899,6273842587295322,320,473,2026-03-02 09:50:00,2026-03-02 10:14:00,60
22900,6273843573472574,180,813,2026-03-02 09:50:00,2026-03-02 10:27:00,172
22901,6273841285547882,561,536,2026-03-02 09:50:00,2026-03-02 09:54:00,28
22902,6273849950439971,849,395,2026-03-02 09:50:00,2026-03-02 10:08:00,148
22903,6273845558942068,536,906,2026-03-02 09:50:00,2026-03-02 10:03:00,116
22904,6273846064283252,745,473,2026-03-02 09:50:00,2026-03-02 10:24:00,84
22905,6273844087084876,595,947,2026-03-02 09:50:00,2026-03-02 10:07:00,108
22906,6273846419136100,820,597,2026-03-02 09:50:00,2026-03-02 09:55:00,52
22907,6273848189116221,395,288,2026-03-02 09:50:00,2026-03-02 10:01:00,36
22908,6273842011635487,157,400,2026-03-02 09:50:00,2026-03-02 10:00:00,84
22909,6273844903105266,140,595,2026-03-02 09:50:00,2026-03-02 10:30:00,156
22910,6273849159111627,237,852,2026-03-02 09:50:00,2026-03-02 10:25:00,180
22911,6273841006582789,597,395,2026-03-02 09:50:00,2026-03-02 10:23:00,100
22912,6273845901572397,673,860,2026-03-02 09:50:00,2026-03-02 10:23:00,76
22913,6273843374029380,597,947,2026-03-02 09:50:00,2026-03-02 10:26:00,100
22914,6273847668227812,813,849,2026-03-02 09:50:00,2026-03-02 10:29:00,44
22915,6273849374783310,745,595,2026-03-02 09:50:00,2026-03-02 10:07:00,44
22916,6273842022536591,852,673,2026-03-02 09:50:00,2026-03-02 10:11:00,68
22917,6273847035469466,830,561,2026-03-02 09:51:00,2026-03-02 10:00:00,76
22918,6273848452916909,597,745,2026-03-02 09:51:00,2026-03-02 10:15:00,36
22919,6273849019420145,288,157,2026-03-02 09:51:00,2026-03-02 09:56:00,60
22920,6273849474288539,595,998,2026-03-02 09:51:00,2026-03-02 10:05:00,116
22921,6273841240939076,673,745,2026-03-02 09:51:00,2026-03-02 10:23:00,28
22922,6273849110726157,157,473,2026-03-02 09:51:00,2026-03-02 10:12:00,108
22923,6273848133347499,423,157,2026-03-02 09:51:00,2026-03-02 10:18:00,92
22924,6273847276162121,395,237,2026-03-02 09:51:00,2026-03-02 10:30:00,44
22925,6273843572189590,425,198,2026-03-02 09:51:00,2026-03-02 10:30:00,76
22926,6273843221891093,673,852,2026-03-02 09:51:00,2026-03-02 10:29:00,68
22927,6273843952394061,288,237,2026-03-02 09:51:00,2026-03-02 10:12:00,28
22928,6273845467145746,595,400,2026-03-02 09:51:00,2026-03-02 10:30:00,84
22929,6273842931811949,597,237,2026-03-02 09:51:00,2026-03-02 09:57:00,124
22930,6273841907470808,998,425,2026-03-02 09:51:00,2026-03-02 10:28:00,164
22931,6273845439338606,745,490,2026-03-02 09:51:00,2026-03-02 10:08:00,68
22932,6273842525234773,813,180,2026-03-02 09:51:00,2026-03-02 10:02:00,172
22933,6273847510155271,400,198,2026-03-02 09:51:00,2026-03-02 10:24:00,60
22934,6273847028981760,140,820,2026-03-02 09:52:00,2026-03-02 10:01:00,196
22935,6273847383670173,745,190,2026-03-02 09:52:00,2026-03-02 10:21:00,156
22936,6273846569823540,400,157,2026-03-02 09:52:00,2026-03-02 10:20:00,84
22937,6273847089600184,288,320,2026-03-02 09:52:00,2026-03-02 10:25:00,28
22938,6273847384186824,673,745,2026-03-02 09:52:00,2026-03-02 10:09:00,28
22939,6273846498736708,473,490,2026-03-02 09:52:00,2026-03-02 10:29:00,36
22940,6273842881922742,473,288,2026-03-02 09:52:00,2026-03-02 10:28:00,68
22941,6273845910677418,561,947,2026-03-02 09:52:00,2026-03-02 10:21:00,116
22942,6273844672588127,813,947,2026-03-02 09:52:00,2026-03-02 10:28:00,76
22943,6273842307959067,190,157,2026-03-02 09:52:00,2026-03-02 10:04:00,36
22944,6273849327540586,561,180,2026-03-02 09:52:00,2026-03-02 10:22:00,132
22945,6273849539473901,536,395,2026-03-02 09:52:00,2026-03-02 10:28:00,76
22946,6273842918004230,860,906,2026-03-02 09:52:00,2026-03-02 10:02:00,28
22947,6273845047982339,536,190,2026-03-02 09:52:00,2026-03-02 10:35:00,116
22948,6273843125041030,190,852,2026-03-02 09:52:00,2026-03-02 10:27:00,196
22949,6273849504860733,490,536,2026-03-02 09:52:00,2026-03-02 10:22:00,28
22950,6273846352580039,423,288,2026-03-02 09:52:00,2026-03-02 10:06:00,52
22951,6273841847587662,320,536,2026-03-02 09:52:00,2026-03-02 10:33:00,84
22952,6273842266050891,597,860,2026-03-02 09:52:00,2026-03-02 10:16:00,84
22953,6273842389150356,860,237,2026-03-02 09:52:00,2026-03-02 10:02:00,188
22954,6273841712933366,998,830,2026-03-02 09:53:00,2026-03-02 10:02:00,68
22955,6273846696442816,852,423,2026-03-02 09:53:00,2026-03-02 10:32:00,140
22956,6273842966522780,860,473,2026-03-02 09:53:00,2026-03-02 10:37:00,132
22957,6273846333957768,288,198,2026-03-02 09:53:00,2026-03-02 10:16:00,36
22958,6273849400132031,395,813,2026-03-02 09:53:00,2026-03-02 10:14:00,124
22959,6273844756886469,830,595,2026-03-02 09:53:00,2026-03-02 10:09:00,68
22960,6273842883979980,473,140,2026-03-02 09:53:00,2026-03-02 10:29:00,116
22961,6273847027288061,237,180,2026-03-02 09:53:00,2026-03-02 10:13:00,44
22962,6273848762557076,536,157,2026-03-02 09:53:00,2026-03-02 10:36:00,132
22963,6273844329268921,190,947,2026-03-02 09:53:00,2026-03-02 10:11:00,220
22964,6273846126675982,395,237,2026-03-02 09:53:00,2026-03-02 10:05:00,44
22965,6273848190320387,597,320,2026-03-02 09:53:00,2026-03-02 10:27:00,108
22966,6273844602219903,998,490,2026-03-02 09:53:00,2026-03-02 10:23:00,140
22967,6273842843204823,673,998,2026-03-02 09:53:00,2026-03-02 10:02:00,100
22968,6273845677316247,830,597,2026-03-02 09:53:00,2026-03-02 10:08:00,60
22969,6273841536676988,320,906,2026-03-02 09:53:00,2026-03-02 10:35:00,180
22970,6273846596153235,906,425,2026-03-02 09:53:00,2026-03-02 09:58:00,148
22971,6273845569014650,852,237,2026-03-02 09:53:00,2026-03-02 10:00:00,180
22972,6273843834230696,425,813,2026-03-02 09:53:00,2026-03-02 10:06:00,100
22973,6273848535252640,595,400,2026-03-02 09:53:00,2026-03-02 10:31:00,84
22974,6273845207364044,860,813,2026-03-02 09:53:00,2026-03-02 10:00:00,60
22975,6273844749822235,852,400,2026-03-02 09:54:00,2026-03-02 10:30:00,148
22976,6273848030648533,860,140,2026-03-02 09:54:00,2026-03-02 10:28:00,228
22977,6273848329253476,998,906,2026-03-02 09:54:00,2026-03-02 10:32:00,36
22978,6273848471285744,198,820,2026-03-02 09:54:00,2026-03-02 09:59:00,164
22979,6273843326064671,423,597,2026-03-02 09:54:00,2026-03-02 10:35:00,84
22980,6273845571839703,536,561,2026-03-02 09:54:00,2026-03-02 10:18:00,28
22981,6273846610167194,597,673,2026-03-02 09:54:00,2026-03-02 10:39:00,28
22982,6273843947497722,140,906,2026-03-02 09:54:00,2026-03-02 10:22:00,236
22983,6273845061256263,180,395,2026-03-02 09:54:00,2026-03-02 10:37:00,68
22984,6273846977982798,423,860,2026-03-02 09:54:00,2026-03-02 10:14:00,148
22985,6273846398297538,813,830,2026-03-02 09:54:00,2026-03-02 10:27:00,36
22986,6273844829133074,395,745,2026-03-02 09:54:00,2026-03-02 10:16:00,116
22987,6273844585455901,597,860,2026-03-02 09:54:00,2026-03-02 10:11:00,84
22988,6273845719819913,190,288,2026-03-02 09:54:00,2026-03-02 10:06:00,44
22989,6273846914843770,198,490,2026-03-02 09:54:00,2026-03-02 10:35:00,100
22990,6273842777599665,157,180,2026-03-02 09:54:00,2026-03-02 10:01:00,28
22991,6273846160929250,423,860,2026-03-02 09:54:00,2026-03-02 10:26:00,148
22992,6273846951034149,395,490,2026-03-02 09:54:00,2026-03-02 10:33:00,68
22993,6273849607919082,140,400,2026-03-02 09:54:00,2026-03-02 10:19:00,92
22994,6273846165098920,561,536,2026-03-02 09:54:00,2026-03-02 10:29:00,28
22995,6273843611717463,673,820,2026-03-02 09:55:00,2026-03-02 10:24:00,44
22996,6273845156859605,813,852,2026-03-02 09:55:00,2026-03-02 10:16:00,52
22997,6273841078810093,473,813,2026-03-02 09:55:00,2026-03-02 10:08:00,92
22998,6273847576887722,190,597,2026-03-02 09:55:00,2026-03-02 10:27:00,140
22999,6273842813702241,490,395,2026-03-02 09:55:00,2026-03-02 10:28:00,68
23000,6273842359805208,852,561,2026-03-02 09:55:00,2026-03-02 10:24:00,92
23001,6273848434086721,486,288,2026-03-02 09:55:00,2026-03-02 10:37:00,76
23002,6273843994501083,860,849,2026-03-02 09:55:00,2026-03-02 10:38:00,36
23003,6273842139958326,813,490,2026-03-02 09:55:00,2026-03-02 10:15:00,76
23004,6273848956907964,473,288,2026-03-02 09:55:00,2026-03-02 10:23:00,68
23005,6273847476472597,190,473,2026-03-02 09:55:00,2026-03-02 10:34:00,92
23006,6273844898207793,140,561,2026-03-02 09:55:00,2026-03-02 10:34:00,148
23007,6273844738299796,561,423,2026-03-02 09:56:00,2026-03-02 10:32:00,68
23008,6273842053017843,852,320,2026-03-02 09:56:00,2026-03-02 10:16:00,164
23009,6273843496740426,157,595,2026-03-02 09:56:00,2026-03-02 10:37:00,148
23010,6273846290462805,906,423,2026-03-02 09:56:00,2026-03-02 10:06:00,156
23011,6273849163561294,561,490,2026-03-02 09:56:00,2026-03-02 10:03:00,36
23012,6273847353315703,595,400,2026-03-02 09:56:00,2026-03-02 10:06:00,84
23013,6273841105483899,400,190,2026-03-02 09:56:00,2026-03-02 10:27:00,68
23014,6273844807375246,157,830,2026-03-02 09:56:00,2026-03-02 10:16:00,196
23015,6273844160974043,425,180,2026-03-02 09:56:00,2026-03-02 10:30:00,92
23016,6273849793080626,400,597,2026-03-02 09:56:00,2026-03-02 10:23:00,92
23017,6273843159843494,852,998,2026-03-02 09:56:00,2026-03-02 10:23:00,52
23018,6273842987638990,745,400,2026-03-02 09:56:00,2026-03-02 10:05:00,108
23019,6273849374828696,140,190,2026-03-02 09:56:00,2026-03-02 10:04:00,44
23020,6273845152248400,673,745,2026-03-02 09:57:00,2026-03-02 10:01:00,28
23021,6273848486645355,849,595,2026-03-02 09:57:00,2026-03-02 10:41:00,76
23022,6273846665639449,852,473,2026-03-02 09:57:00,2026-03-02 10:36:00,124
23023,6273842529027572,849,288,2026-03-02 09:57:00,2026-03-02 10:36:00,164
23024,6273849447968160,595,536,2026-03-02 09:57:00,2026-03-02 10:23:00,36
23025,6273844280682199,561,180,2026-03-02 09:57:00,2026-03-02 10:07:00,132
23026,6273845712519355,157,320,2026-03-02 09:57:00,2026-03-02 10:39:00,68
23027,6273848102553119,288,561,2026-03-02 09:57:00,2026-03-02 10:15:00,100
23028,6273844178044953,849,190,2026-03-02 09:57:00,2026-03-02 10:34:00,188
23029,6273841226900308,998,473,2026-03-02 09:57:00,2026-03-02 10:07:00,156
23030,6273848861737942,561,190,2026-03-02 09:57:00,2026-03-02 10:25:00,124
23031,6273844968992889,849,400,2026-03-02 09:57:00,2026-03-02 10:25:00,140
23032,6273849889925965,947,813,2026-03-02 09:57:00,2026-03-02 10:35:00,76
23033,6273844079673086,745,830,2026-03-02 09:57:00,2026-03-02 10:12:00,44
23034,6273849700935917,860,813,2026-03-02 09:57:00,2026-03-02 10:28:00,60
23035,6273847904956501,180,860,2026-03-02 09:58:00,2026-03-02 10:35:00,212
23036,6273848997493021,595,320,2026-03-02 09:58:00,2026-03-02 10:34:00,100
23037,6273843428301762,998,423,2026-03-02 09:58:00,2026-03-02 10:08:00,172
23038,6273844147372701,423,860,2026-03-02 09:58:00,2026-03-02 10:40:00,148
23039,6273847555861870,597,425,2026-03-02 09:58:00,2026-03-02 10:10:00,76
23040,6273843979024205,425,473,2026-03-02 09:58:00,2026-03-02 10:34:00,28
23041,6273847245991015,860,490,2026-03-02 09:58:00,2026-03-02 10:20:00,116
23042,6273842971349717,237,561,2026-03-02 09:58:00,2026-03-02 10:35:00,108
23043,6273849657251735,288,536,2026-03-02 09:58:00,2026-03-02 10:22:00,92
23044,6273842916968827,849,490,2026-03-02 09:58:00,2026-03-02 10:31:00,100
23045,6273849129860614,180,595,2026-03-02 09:58:00,2026-03-02 10:36:00,140
23046,6273844376058708,157,745,2026-03-02 09:58:00,2026-03-02 10:12:00,172
23047,6273843977972386,536,288,2026-03-02 09:58:00,2026-03-02 10:34:00,92
23048,6273842912609284,906,486,2026-03-02 09:58:00,2026-03-02 10:42:00,132
23049,6273842348214938,820,597,2026-03-02 09:58:00,2026-03-02 10:33:00,52
23050,6273843136926160,288,198,2026-03-02 09:58:00,2026-03-02 10:04:00,36
23051,6273844713119163,830,906,2026-03-02 09:59:00,2026-03-02 10:14:00,52
23052,6273844578721682,180,423,2026-03-02 09:59:00,2026-03-02 10:29:00,84
23053,6273848698336799,140,595,2026-03-02 09:59:00,2026-03-02 10:17:00,156
23054,6273843447670340,860,423,2026-03-02 09:59:00,2026-03-02 10:03:00,148
23055,6273842645146707,597,320,2026-03-02 09:59:00,2026-03-02 10:11:00,108
23056,6273845930317243,490,561,2026-03-02 09:59:00,2026-03-02 10:22:00,36
23057,6273846054724168,673,860,2026-03-02 09:59:00,2026-03-02 10:39:00,76
23058,6273846016894305,595,157,2026-03-02 09:59:00,2026-03-02 10:35:00,148
23059,6273842275741513,673,860,2026-03-02 09:59:00,2026-03-02 10:34:00,76
23060,6273842836710726,288,745,2026-03-02 09:59:00,2026-03-02 10:15:00,132
23061,6273844913088327,486,830,2026-03-02 09:59:00,2026-03-02 10:09:00,100
23062,6273842778745771,998,906,2026-03-02 09:59:00,2026-03-02 10:27:00,36
23063,6273841936601635,947,820,2026-03-02 09:59:00,2026-03-02 10:30:00,68
23064,6273845130388568,947,190,2026-03-02 09:59:00,2026-03-02 10:17:00,220
23065,6273845084606493,813,998,2026-03-02 09:59:00,2026-03-02 10:19:00,84
23066,6273847518466447,490,820,2026-03-02 09:59:00,2026-03-02 10:34:00,84
23067,6273848118759120,288,820,2026-03-02 09:59:00,2026-03-02 10:04:00,148
23068,6273842865711530,947,473,2026-03-02 09:59:00,2026-03-02 10:44:00,148
23069,6273841032870374,157,849,2026-03-02 09:59:00,2026-03-02 10:11:00,204
23070,6273846320553932,852,395,2026-03-02 09:59:00,2026-03-02 10:10:00,156
23071,6273841032891901,288,820,2026-03-02 10:00:00,2026-03-02 10:11:00,148
23072,6273842416204882,561,140,2026-03-02 10:00:00,2026-03-02 10:19:00,148
23073,6273846523166297,395,947,2026-03-02 10:00:00,2026-03-02 10:42:00,180
23074,6273845109491454,830,849,2026-03-02 10:00:00,2026-03-02 10:16:00,28
23075,6273841700266809,486,673,2026-03-02 10:00:00,2026-03-02 10:45:00,68
23076,6273847945426403,906,288,2026-03-02 10:00:00,2026-03-02 10:08:00,188
23077,6273846269833532,745,813,2026-03-02 10:00:00,2026-03-02 10:12:00,28
23078,6273841088670309,820,852,2026-03-02 10:00:00,2026-03-02 10:42:00,44
23079,6273845157838828,906,820,2026-03-02 10:00:00,2026-03-02 10:36:00,60
23080,6273848528156411,998,425,2026-03-02 10:00:00,2026-03-02 10:06:00,164
23081,6273841912152235,597,998,2026-03-02 10:00:00,2026-03-02 10:38:00,108
23082,6273846195603820,849,423,2026-03-02 10:00:00,2026-03-02 10:20:00,132
23083,6273849071402903,423,180,2026-03-02 10:00:00,2026-03-02 10:11:00,84
23084,6273841364679401,820,998,2026-03-02 10:00:00,2026-03-02 10:20:00,76
23085,6273846595031746,830,852,2026-03-02 10:01:00,2026-03-02 10:36:00,36
23086,6273848808356049,237,745,2026-03-02 10:01:00,2026-03-02 10:19:00,140
23087,6273849073880430,490,673,2026-03-02 10:01:00,2026-03-02 10:35:00,60
23088,6273846939911201,395,157,2026-03-02 10:01:00,2026-03-02 10:29:00,76
23089,6273849731632253,237,830,2026-03-02 10:01:00,2026-03-02 10:28:00,164
23090,6273849299054406,852,395,2026-03-02 10:01:00,2026-03-02 10:32:00,156
23091,6273841598280530,673,490,2026-03-02 10:01:00,2026-03-02 10:34:00,60
23092,6273842323860431,597,745,2026-03-02 10:01:00,2026-03-02 10:43:00,36
23093,6273845578166703,237,820,2026-03-02 10:01:00,2026-03-02 10:46:00,156
23094,6273849879773540,561,157,2026-03-02 10:01:00,2026-03-02 10:34:00,140
23095,6273842582168403,140,860,2026-03-02 10:01:00,2026-03-02 10:20:00,228
23096,6273843239881150,561,998,2026-03-02 10:01:00,2026-03-02 10:16:00,124
23097,6273844555993188,425,860,2026-03-02 10:01:00,2026-03-02 10:15:00,140
23098,6273843707811091,288,473,2026-03-02 10:01:00,2026-03-02 10:28:00,68
23099,6273848432971475,947,906,2026-03-02 10:01:00,2026-03-02 10:34:00,28
23100,6273845033780864,813,320,2026-03-02 10:01:00,2026-03-02 10:07:00,132
23101,6273847921021772,425,490,2026-03-02 10:02:00,2026-03-02 10:41:00,44
23102,6273844547223141,157,673,2026-03-02 10:02:00,2026-03-02 10:44:00,164
23103,6273845266369080,486,536,2026-03-02 10:02:00,2026-03-02 10:22:00,36
23104,6273848642331987,490,906,2026-03-02 10:02:00,2026-03-02 10:26:00,124
23105,6273844869990596,198,947,2026-03-02 10:02:00,2026-03-02 10:10:00,212
23106,6273849390217505,237,536,2026-03-02 10:02:00,2026-03-02 10:34:00,100
23107,6273843693863312,157,320,2026-03-02 10:02:00,2026-03-02 10:18:00,68
23108,6273847386505148,947,998,2026-03-02 10:02:00,2026-03-02 10:33:00,28
23109,6273846042085745,180,830,2026-03-02 10:02:00,2026-03-02 10:43:00,188
23110,6273847030804997,673,490,2026-03-02 10:02:00,2026-03-02 10:45:00,60
23111,6273847716646897,425,595,2026-03-02 10:02:00,2026-03-02 10:31:00,68
23112,6273848776920459,490,180,2026-03-02 10:02:00,2026-03-02 10:40:00,116
23113,6273843682381181,820,830,2026-03-02 10:02:00,2026-03-02 10:09:00,28
23114,6273847665028826,237,830,2026-03-02 10:02:00,2026-03-02 10:37:00,164
23115,6273842891619631,820,486,2026-03-02 10:02:00,2026-03-02 10:47:00,92
23116,6273845451729255,673,190,2026-03-02 10:02:00,2026-03-02 10:13:00,148
23117,6273847989527266,595,830,2026-03-02 10:02:00,2026-03-02 10:12:00,68
23118,6273843176402862,425,947,2026-03-02 10:02:00,2026-03-02 10:45:00,156
23119,6273841807170541,237,486,2026-03-02 10:03:00,2026-03-02 10:33:00,84
23120,6273849174535553,198,490,2026-03-02 10:03:00,2026-03-02 10:09:00,100
23121,6273842488976042,673,423,2026-03-02 10:03:00,2026-03-02 10:27:00,92
23122,6273842868197465,400,947,2026-03-02 10:03:00,2026-03-02 10:38:00,172
23123,6273841524707979,157,486,2026-03-02 10:03:00,2026-03-02 10:46:00,116
23124,6273848846616651,473,673,2026-03-02 10:03:00,2026-03-02 10:12:00,76
23125,6273842181923601,395,425,2026-03-02 10:03:00,2026-03-02 10:42:00,44
23126,6273849485115289,320,906,2026-03-02 10:03:00,2026-03-02 10:23:00,180
23127,6273847937932702,595,400,2026-03-02 10:03:00,2026-03-02 10:12:00,84
23128,6273841681527233,561,673,2026-03-02 10:03:00,2026-03-02 10:08:00,44
23129,6273847792385004,486,860,2026-03-02 10:03:00,2026-03-02 10:25:00,124
23130,6273849300127709,320,673,2026-03-02 10:03:00,2026-03-02 10:20:00,116
23131,6273842148453517,190,536,2026-03-02 10:03:00,2026-03-02 10:26:00,116
23132,6273845799553103,947,237,2026-03-02 10:03:00,2026-03-02 10:21:00,204
23133,6273847206895464,906,947,2026-03-02 10:04:00,2026-03-02 10:33:00,28
23134,6273849776903734,288,157,2026-03-02 10:04:00,2026-03-02 10:46:00,60
23135,6273846232625124,673,486,2026-03-02 10:04:00,2026-03-02 10:13:00,68
23136,6273849768083411,998,320,2026-03-02 10:04:00,2026-03-02 10:36:00,196
23137,6273842185553618,860,595,2026-03-02 10:04:00,2026-03-02 10:25:00,92
23138,6273841813860558,425,486,2026-03-02 10:04:00,2026-03-02 10:29:00,36
23139,6273843512684796,395,860,2026-03-02 10:04:00,2026-03-02 10:45:00,164
23140,6273847096666065,237,400,2026-03-02 10:04:00,2026-03-02 10:49:00,52
23141,6273845681620755,288,852,2026-03-02 10:04:00,2026-03-02 10:39:00,172
23142,6273847145685433,597,190,2026-03-02 10:04:00,2026-03-02 10:30:00,140
23143,6273847120453264,820,998,2026-03-02 10:04:00,2026-03-02 10:10:00,76
23144,6273849384980686,425,400,2026-03-02 10:04:00,2026-03-02 10:21:00,36
23145,6273842333397903,423,237,2026-03-02 10:04:00,2026-03-02 10:14:00,60
23146,6273847744054815,157,423,2026-03-02 10:04:00,2026-03-02 10:42:00,92
23147,6273842971038766,395,860,2026-03-02 10:05:00,2026-03-02 10:17:00,164
23148,6273849464695535,237,597,2026-03-02 10:05:00,2026-03-02 10:28:00,124
23149,6273848397190312,849,180,2026-03-02 10:05:00,2026-03-02 10:18:00,196
23150,6273847457640986,595,288,2026-03-02 10:05:00,2026-03-02 10:21:00,108
23151,6273843663141074,673,425,2026-03-02 10:05:00,2026-03-02 10:32:00,84
23152,6273843489452735,490,820,2026-03-02 10:05:00,2026-03-02 10:20:00,84
23153,6273845702663418,536,906,2026-03-02 10:05:00,2026-03-02 10:48:00,116
23154,6273848668000466,490,745,2026-03-02 10:05:00,2026-03-02 10:44:00,68
23155,6273849669786482,673,745,2026-03-02 10:05:00,2026-03-02 10:36:00,28
23156,6273842422162603,906,595,2026-03-02 10:05:00,2026-03-02 10:33:00,100
23157,6273847517179080,906,947,2026-03-02 10:05:00,2026-03-02 10:20:00,28
23158,6273842073112070,157,813,2026-03-02 10:05:00,2026-03-02 10:28:00,180
23159,6273847321696721,157,820,2026-03-02 10:05:00,2026-03-02 10:42:00,188
23160,6273844266252730,947,288,2026-03-02 10:05:00,2026-03-02 10:16:00,196
23161,6273849914823224,536,820,2026-03-02 10:05:00,2026-03-02 10:19:00,76
23162,6273845213468582,490,180,2026-03-02 10:06:00,2026-03-02 10:24:00,116
23163,6273843478581161,180,561,2026-03-02 10:06:00,2026-03-02 10:37:00,132
23164,6273847012340007,320,473,2026-03-02 10:06:00,2026-03-02 10:21:00,60
23165,6273846032060359,597,473,2026-03-02 10:06:00,2026-03-02 10:25:00,68
23166,6273842533832356,561,395,2026-03-02 10:06:00,2026-03-02 10:19:00,84
23167,6273848206178820,906,473,2026-03-02 10:06:00,2026-03-02 10:48:00,140
23168,6273845180508557,395,423,2026-03-02 10:06:00,2026-03-02 10:11:00,36
23169,6273847776019977,998,140,2026-03-02 10:06:00,2026-03-02 10:15:00,252
23170,6273846764247753,157,998,2026-03-02 10:06:00,2026-03-02 10:14:00,244
23171,6273842871412654,400,745,2026-03-02 10:06:00,2026-03-02 10:44:00,108
23172,6273845598605725,906,157,2026-03-02 10:06:00,2026-03-02 10:34:00,228
23173,6273848746876802,536,998,2026-03-02 10:06:00,2026-03-02 10:39:00,132
23174,6273844627152326,157,490,2026-03-02 10:06:00,2026-03-02 10:32:00,124
23175,6273845118010690,237,673,2026-03-02 10:06:00,2026-03-02 10:19:00,132
23176,6273846207343111,595,849,2026-03-02 10:06:00,2026-03-02 10:36:00,76
23177,6273841497966984,423,536,2026-03-02 10:06:00,2026-03-02 10:22:00,60
23178,6273845900050860,906,400,2026-03-02 10:07:00,2026-03-02 10:46:00,164
23179,6273841412109059,820,830,2026-03-02 10:07:00,2026-03-02 10:23:00,28
23180,6273848541247776,595,536,2026-03-02 10:07:00,2026-03-02 10:26:00,36
23181,6273845453861041,673,288,2026-03-02 10:07:00,2026-03-02 10:48:00,124
23182,6273843596065752,140,237,2026-03-02 10:07:00,2026-03-02 10:26:00,60
23183,6273844138434129,423,561,2026-03-02 10:07:00,2026-03-02 10:27:00,68
23184,6273849526121764,425,852,2026-03-02 10:07:00,2026-03-02 10:21:00,132
23185,6273843425994045,813,536,2026-03-02 10:07:00,2026-03-02 10:31:00,68
23186,6273849678569018,425,947,2026-03-02 10:07:00,2026-03-02 10:37:00,156
23187,6273846044161889,830,190,2026-03-02 10:07:00,2026-03-02 10:35:00,180
23188,6273844891986102,745,595,2026-03-02 10:07:00,2026-03-02 10:29:00,44
23189,6273841746652626,860,561,2026-03-02 10:07:00,2026-03-02 10:37:00,100
23190,6273841170027713,157,423,2026-03-02 10:07:00,2026-03-02 10:41:00,92
23191,6273848811777776,536,157,2026-03-02 10:07:00,2026-03-02 10:36:00,132
23192,6273849088900255,180,820,2026-03-02 10:07:00,2026-03-02 10:51:00,180
23193,6273845180044767,400,486,2026-03-02 10:07:00,2026-03-02 10:11:00,52
23194,6273848910044828,157,595,2026-03-02 10:07:00,2026-03-02 10:40:00,148
23195,6273843332144055,490,395,2026-03-02 10:07:00,2026-03-02 10:47:00,68
23196,6273846190511003,237,673,2026-03-02 10:07:00,2026-03-02 10:23:00,132
23197,6273842234625648,673,486,2026-03-02 10:07:00,2026-03-02 10:43:00,68
23198,6273849891432363,849,425,2026-03-02 10:07:00,2026-03-02 10:42:00,124
23199,6273846157771435,849,813,2026-03-02 10:07:00,2026-03-02 10:50:00,44
23200,6273848869858137,536,595,2026-03-02 10:08:00,2026-03-02 10:40:00,36
23201,6273847629727936,425,288,2026-03-02 10:08:00,2026-03-02 10:12:00,60
23202,6273849924965143,486,157,2026-03-02 10:08:00,2026-03-02 10:38:00,116
23203,6273847467227547,597,745,2026-03-02 10:08:00,2026-03-02 10:20:00,36
23204,6273841176373268,473,190,2026-03-02 10:08:00,2026-03-02 10:49:00,92
23205,6273844705296191,595,820,2026-03-02 10:08:00,2026-03-02 10:15:00,60
23206,6273848408588717,198,288,2026-03-02 10:08:00,2026-03-02 10:33:00,36
23207,6273849932028190,597,998,2026-03-02 10:08:00,2026-03-02 10:37:00,108
23208,6273849068060212,198,400,2026-03-02 10:08:00,2026-03-02 10:47:00,60
23209,6273842349252507,180,320,2026-03-02 10:08:00,2026-03-02 10:28:00,60
23210,6273848812862785,597,400,2026-03-02 10:08:00,2026-03-02 10:40:00,92
23211,6273841550054842,852,423,2026-03-02 10:08:00,2026-03-02 10:28:00,140
23212,6273848228685131,813,490,2026-03-02 10:08:00,2026-03-02 10:37:00,76
23213,6273841333369596,673,180,2026-03-02 10:08:00,2026-03-02 10:22:00,156
23214,6273848617293962,830,673,2026-03-02 10:08:00,2026-03-02 10:27:00,52
23215,6273845854359005,486,536,2026-03-02 10:08:00,2026-03-02 10:41:00,36
23216,6273841194978797,830,860,2026-03-02 10:08:00,2026-03-02 10:18:00,44
23217,6273843114338378,595,157,2026-03-02 10:08:00,2026-03-02 10:40:00,148
23218,6273842527029078,320,830,2026-03-02 10:08:00,2026-03-02 10:20:00,148
23219,6273849889815483,595,237,2026-03-02 10:08:00,2026-03-02 10:22:00,116
23220,6273845312066657,595,288,2026-03-02 10:09:00,2026-03-02 10:44:00,108
23221,6273844211092267,597,852,2026-03-02 10:09:00,2026-03-02 10:50:00,76
23222,6273844708768261,813,320,2026-03-02 10:09:00,2026-03-02 10:21:00,132
23223,6273843952414829,998,595,2026-03-02 10:09:00,2026-03-02 10:44:00,116
23224,6273841022257512,561,860,2026-03-02 10:09:00,2026-03-02 10:34:00,100
23225,6273843925058464,536,400,2026-03-02 10:09:00,2026-03-02 10:37:00,68
23226,6273849346161404,190,536,2026-03-02 10:09:00,2026-03-02 10:22:00,116
23227,6273843283223819,190,830,2026-03-02 10:09:00,2026-03-02 10:28:00,180
23228,6273849397891874,157,423,2026-03-02 10:09:00,2026-03-02 10:30:00,92
23229,6273844794984734,237,486,2026-03-02 10:09:00,2026-03-02 10:52:00,84
