card_no,holder,cnic,balance,status
6273844743548351,Bilal Hussain,64644-3496192-2,4890,ACTIVE
6273846168189660,Junaid Iqbal,37335-5992223-4,2650,ACTIVE
6273841908451739,Danish Raza,45043-7671991-4,2498,ACTIVE
6273849685582108,Nimra Nawaz,68250-9785440-9,673,ACTIVE
6273842320420165,Adnan Butt,25543-6731793-7,2621,ACTIVE
6273849193212914,Noor Sultan,28589-2898663-6,4310,ACTIVE
6273847213124666,Maryam Farooq,21273-2754609-3,309,ACTIVE
6273843246246469,Tariq Javed,75035-6471669-8,506,BLOCKED
6273841147797113,Laiba Ahmed,77713-3972602-3,177,ACTIVE
6273841060037731,Sadia Malik,20871-6715572-9,3078,ACTIVE
6273842345029746,Fatima Raza,69964-8249328-1,3078,ACTIVE
6273844838761876,Hassan Siddiqui,91896-2383318-2,318,ACTIVE
6273841276831449,Ahmed Mirza,73939-9757755-2,3300,ACTIVE
6273844051201566,Danish Zafar,63292-9379358-2,2161,ACTIVE
6273847097655536,Kashif Aslam,99273-5680950-3,356,ACTIVE
6273842839220150,Farhan Bashir,71054-5289859-1,4894,ACTIVE
6273846105780300,Zainab Iqbal,80299-2197085-5,4222,ACTIVE
6273843622599252,Tariq Hussain,50003-8855162-8,1080,ACTIVE
6273846914415407,Kashif Farooq,93408-2492924-1,359,ACTIVE
6273842590305534,Maryam Khan,32769-1753573-6,4820,ACTIVE
6273847562050643,Shahid Zafar,71589-5813796-7,270,ACTIVE
6273843773775723,Hina Javed,13808-4315833-2,1896,ACTIVE
6273847335510799,Mehwish Hussain,85857-1860987-7,1776,ACTIVE
6273845107445057,Sana Farooq,74775-3862086-7,2421,ACTIVE
6273845079045811,Danish Raza,21510-4118300-6,3146,ACTIVE
6273842233570047,Mehwish Khan,68013-4516346-2,1811,ACTIVE
6273846991619130,Usman Ahmed,39160-7550188-5,3038,ACTIVE
6273842476443700,Owais Raza,82060-2913183-6,4813,BLOCKED
6273842795126227,Iqra Raza,16521-6236699-1,2524,ACTIVE
6273848082121531,Iqra Javed,41517-2421895-4,4702,ACTIVE
6273847717323394,Iqra Khan,57239-9537043-1,1189,ACTIVE
6273849001665678,Bilal Mirza,24622-5207019-8,1229,ACTIVE
6273845781727547,Bilal Bashir,89444-1318960-3,2530,ACTIVE
6273843651688630,Adnan Hussain,82704-3100651-5,716,ACTIVE
6273843208997373,Hira Zafar,53663-2733607-4,572,ACTIVE
6273848435713884,Junaid Siddiqui,68660-7690157-7,1967,ACTIVE
6273844996374823,Amna Butt,16362-6098749-5,4938,ACTIVE
6273846375724511,Ayesha Bashir,99555-8821691-8,2487,ACTIVE
6273847712692645,Umar Zafar,10945-6333227-9,2002,ACTIVE
6273842827040337,Maryam Iqbal,92981-4939750-7,2374,ACTIVE
6273844470384640,Iqra Hussain,89788-8858018-6,3092,ACTIVE
6273848646295578,Imran Sheikh,49783-4680970-7,386,ACTIVE
6273846779077881,Junaid Mirza,28360-1936570-1,2617,ACTIVE
6273845538026968,Maryam Khan,31605-7842624-8,1349,ACTIVE
6273846715312842,Kashif Khan,53327-5588177-7,3003,ACTIVE
6273849090649277,Danish Farooq,66029-2455677-3,3474,ACTIVE
6273849705249716,Danish Qureshi,52007-4208729-6,433,ACTIVE
6273844216762988,Hassan Javed,57767-6072552-4,4002,ACTIVE
6273845916676975,Hina Siddiqui,25288-2514714-7,2236,ACTIVE
6273849002745057,Laiba Raza,71197-2031264-3,4411,ACTIVE
6273845762991745,Tariq Raza,93091-2434831-9,2156,ACTIVE
6273844780203167,Mehwish Raza,78927-1064802-2,3888,ACTIVE
6273842826453633,Usman Javed,64686-8027963-6,738,ACTIVE
6273845425456850,Usman Khan,46096-2021734-5,3737,ACTIVE
6273847087536261,Danish Bashir,62458-6145598-6,4125,ACTIVE
6273843153089104,Asad Sultan,41782-9027886-7,4602,ACTIVE
6273846371140535,Adnan Raza,96424-1567663-3,2908,ACTIVE
6273845906095347,Hira Zafar,69920-4066821-5,1841,ACTIVE
6273846940250961,Sana Farooq,39652-2134317-1,714,ACTIVE
6273845230268158,Umar Sultan,32482-7334580-7,3872,ACTIVE
6273847728513439,Noor Sultan,16101-8968480-7,1903,BLOCKED
6273846609882063,Asad Mirza,30389-8425443-9,4410,ACTIVE
6273845851642926,Owais Zafar,47763-9421247-8,3332,ACTIVE
6273843637565047,Amna Rashid,55330-8291350-7,2628,ACTIVE
6273846883278594,Shahid Ahmed,83043-3829881-7,2485,ACTIVE
6273848618394446,Adnan Iqbal,34571-6342702-2,1544,ACTIVE
6273845681469074,Adnan Siddiqui,61746-9729061-8,414,ACTIVE
6273846167429367,Owais Ahmed,74669-5535182-7,4878,ACTIVE
6273842373460842,Hina Sultan,23415-9995188-2,3136,ACTIVE
6273843292068109,Umar Siddiqui,29690-1446567-5,500,ACTIVE
6273844610295336,Danish Mirza,23546-6735610-2,4075,ACTIVE
6273841563834138,Rabia Raza,99074-4002315-4,2551,ACTIVE
6273845013703950,Rabia Sultan,63834-3073695-7,2288,ACTIVE
6273845330924118,Hassan Chaudhry,17616-5072959-7,3327,ACTIVE
6273843676736991,Asad Raza,52715-6938987-6,3343,ACTIVE
6273845156859605,Umar Bashir,15133-1086273-2,1524,ACTIVE
6273847483085211,Shahid Chaudhry,80299-8957099-7,3342,ACTIVE
6273847747855021,Owais Zafar,85390-6171838-1,2582,ACTIVE
6273845077947482,Hira Nawaz,68943-9398521-6,3350,ACTIVE
6273846665497025,Kashif Iqbal,44712-4565796-1,2453,ACTIVE
6273845918916298,Ahmed Javed,59611-7811645-5,4213,ACTIVE
6273848307467117,Hina Siddiqui,24638-3149474-6,3342,ACTIVE
6273843828247278,Nimra Ahmed,54199-5994639-3,312,ACTIVE
6273845969127607,Tariq Aslam,18254-3026687-9,3585,ACTIVE
6273842997122062,Bilal Hussain,15269-1198216-7,1610,ACTIVE
6273841587400642,Sadia Butt,68712-2681311-3,914,ACTIVE
6273845986396711,Kashif Mirza,69460-7314655-5,3238,ACTIVE
6273841166626714,Rabia Rashid,14132-8194956-9,3920,ACTIVE
6273846938586603,Sana Mirza,45461-9453777-2,2537,ACTIVE
6273846929140943,Laiba Aslam,45693-5795348-8,924,ACTIVE
6273847308892287,Mehwish Bashir,59405-7488680-7,1899,ACTIVE
6273844636434031,Shahid Javed,78384-4331311-3,1060,ACTIVE
6273848947557600,Maryam Mirza,58545-6053065-9,2343,ACTIVE
6273848421580339,Sana Aslam,80737-3124446-3,989,ACTIVE
6273845239163698,Asad Raza,95365-5871034-7,2334,ACTIVE
6273848134052511,Hina Raza,70626-3662720-9,2623,ACTIVE
6273847751843944,Umar Zafar,21002-1528333-3,4810,ACTIVE
6273841187576321,Umar Siddiqui,62780-1352860-9,4624,ACTIVE
6273841964441860,Amna Sheikh,71213-6048342-6,1081,ACTIVE
6273844002217597,Mehwish Bashir,93736-9593692-5,1401,BLOCKED
6273849393214750,Rabia Butt,86518-5147035-9,2516,ACTIVE
6273848485195280,Mehwish Javed,74489-8827582-9,2480,ACTIVE
6273841581159319,Noor Siddiqui,68711-4666498-3,402,ACTIVE
6273841295691388,Kashif Farooq,31950-9939962-1,1325,ACTIVE
6273842545430066,Ayesha Bashir,38094-4759955-7,2958,ACTIVE
6273848797681548,Usman Hussain,48503-2666728-4,4902,ACTIVE
6273849764417055,Mehwish Siddiqui,21202-9769678-4,2971,ACTIVE
6273845976082292,Imran Qureshi,89436-1090674-8,4353,ACTIVE
6273844732073479,Umar Farooq,22148-7566530-6,3239,ACTIVE
6273842889018071,Junaid Farooq,44601-6023983-2,3547,ACTIVE
6273841917452335,Sana Sultan,83463-4422636-8,66,ACTIVE
6273847256970466,Sana Bashir,33924-8862098-3,2609,ACTIVE
6273847412306901,Nimra Bashir,80025-1881925-9,64,ACTIVE
6273849612473570,Kashif Mirza,26923-5061256-8,1404,ACTIVE
6273845237106468,Kashif Rashid,14279-9557204-3,4744,ACTIVE
6273847758773698,Shahid Malik,42056-8102900-7,3720,BLOCKED
6273842883449860,Tariq Raza,71001-1950132-1,2427,ACTIVE
6273845771155011,Junaid Zafar,40570-2212411-4,4648,ACTIVE
6273844727015112,Fatima Javed,95926-3962667-4,4544,ACTIVE
6273845059563160,Adnan Bashir,25049-9306226-2,220,ACTIVE
6273847492295249,Rabia Javed,11970-4131186-8,3197,ACTIVE
6273844850690224,Kashif Chaudhry,79588-5275560-2,439,ACTIVE
6273845466425667,Noor Qureshi,65120-5605581-4,3172,ACTIVE
6273841877944401,Sana Rashid,31738-4445714-2,304,ACTIVE
6273845135152941,Ayesha Javed,89035-9262225-7,1378,ACTIVE
6273847815794336,Shahid Bashir,49111-5675863-7,4661,ACTIVE
6273848849017280,Sadia Sultan,76409-3112680-1,2966,ACTIVE
6273841645012468,Maryam Ahmed,92554-7627558-5,730,ACTIVE
6273843538607714,Ahmed Javed,47328-1637064-7,1774,ACTIVE
6273844419394004,Usman Hussain,36506-7537533-6,2810,ACTIVE
6273843883490129,Iqra Malik,91911-4706617-5,1134,ACTIVE
6273843526330062,Rabia Nawaz,27513-9823762-4,457,ACTIVE
6273846099771546,Shahid Siddiqui,16506-9553616-4,2321,BLOCKED
6273843625573227,Maryam Raza,74187-2843045-1,3212,ACTIVE
6273841614645206,Sana Khan,49909-8557130-9,2436,ACTIVE
6273848134014708,Laiba Mirza,86644-5923795-3,3413,ACTIVE
6273843499513705,Fatima Zafar,41669-4229214-4,2087,ACTIVE
6273849284090486,Laiba Chaudhry,71361-9112185-4,2573,ACTIVE
6273848139640923,Maryam Malik,36580-9862729-6,4689,ACTIVE
6273845072983815,Kashif Zafar,56011-3292723-5,2012,ACTIVE
6273849308741374,Ayesha Malik,58517-2856101-3,3169,ACTIVE
6273848609031710,Asad Aslam,75982-7290269-7,4763,ACTIVE
6273841095266810,Sana Khan,25194-2082005-2,1522,ACTIVE
6273845221157278,Nimra Nawaz,63745-1429129-5,4305,ACTIVE
6273849217552234,Hira Farooq,97093-8516626-8,4761,ACTIVE
6273843835727181,Tariq Chaudhry,30231-9243070-9,538,ACTIVE
6273843545623954,Hina Iqbal,98389-6741359-2,2740,BLOCKED
6273842243543952,Hassan Mirza,48941-6752564-7,2286,ACTIVE
6273843699717603,Shahid Mirza,77748-3984456-1,3132,ACTIVE
6273846013483414,Bilal Mirza,48557-5821401-8,4790,ACTIVE
6273841687175799,Noor Qureshi,31446-4356757-1,1859,ACTIVE
6273849866445064,Junaid Khan,31105-3575721-6,3744,ACTIVE
6273844111310850,Usman Butt,24444-5252377-5,1262,ACTIVE
6273841819078157,Laiba Rashid,58242-1755215-2,1331,ACTIVE
6273846507904341,Umar Mirza,28916-4182036-2,635,ACTIVE
6273841275170809,Ahmed Hussain,57381-8521900-7,288,ACTIVE
6273846878574850,Imran Rashid,98347-2815063-7,3147,ACTIVE
6273846220377333,Zainab Bashir,10705-9045732-8,743,ACTIVE
6273846232682017,Imran Rashid,92173-8495684-4,3527,ACTIVE
6273843777102298,Kashif Mirza,74930-1794953-1,2423,ACTIVE
6273842878350286,Mehwish Chaudhry,81990-7958387-3,1822,ACTIVE
6273848887732379,Umar Khan,98775-1213330-6,3684,ACTIVE
6273848346842730,Mehwish Hussain,63754-5543699-6,3845,ACTIVE
6273846468055512,Junaid Zafar,53004-4774701-8,3622,ACTIVE
6273841993787901,Ayesha Ahmed,19658-1966679-5,368,ACTIVE
6273849120485209,Owais Rashid,53863-4587298-4,2015,ACTIVE
6273844563567321,Sadia Sultan,40275-3136101-6,3336,ACTIVE
6273844687057708,Shahid Javed,76321-7827037-7,1713,ACTIVE
6273843403967399,Owais Nawaz,84598-3719063-2,4366,ACTIVE
6273847809800479,Hassan Malik,89692-1014260-9,292,ACTIVE
6273846812984542,Sana Butt,52572-8139433-7,1918,ACTIVE
6273844791599448,Zainab Hussain,89167-7491778-8,3810,ACTIVE
6273843473785028,Ayesha Hussain,36314-6582793-8,1427,ACTIVE
6273845733452013,Asad Sultan,80938-9239427-3,1492,ACTIVE
6273844849899176,Adnan Hussain,73697-6263838-8,3421,ACTIVE
6273845397641607,Nimra Farooq,48773-9565308-5,4762,ACTIVE
6273844843720304,Maryam Siddiqui,68004-7120526-2,3779,ACTIVE
6273849847756362,Maryam Aslam,60654-4299346-9,466,ACTIVE
6273841414045467,Rabia Qureshi,67602-6551484-2,4781,ACTIVE
6273846310688093,Owais Farooq,85545-3517118-2,4884,ACTIVE
6273849246949253,Mehwish Siddiqui,15380-6050309-6,2788,ACTIVE
6273847892164431,Kashif Rashid,80965-4428304-7,1003,ACTIVE
6273845078555635,Danish Rashid,36550-3909564-8,1047,ACTIVE
6273847338912532,Kashif Bashir,50203-9375709-1,3639,BLOCKED
6273844938947284,Sadia Chaudhry,47915-9440120-7,3230,BLOCKED
6273843669539813,Hira Chaudhry,22243-8183485-4,2976,ACTIVE
6273847392723656,Danish Rashid,11798-2860314-8,432,ACTIVE
6273844606255855,Tariq Zafar,14885-6302476-9,4446,ACTIVE
6273841023717280,Asad Javed,36438-2786003-9,2349,ACTIVE
6273842744801408,Zainab Qureshi,10466-1495954-7,2438,ACTIVE
6273842252800026,Sadia Farooq,56211-7884724-2,4160,ACTIVE
6273841755214326,Kashif Khan,83287-7651241-9,2853,ACTIVE
6273842690791168,Hina Javed,19666-7426285-8,2121,ACTIVE
6273843855591433,Shahid Mirza,44977-9157343-5,1573,ACTIVE
6273846376984419,Junaid Butt,46496-8631980-2,4531,ACTIVE
6273841445650825,Farhan Zafar,34965-8177699-4,2176,ACTIVE
6273846079423848,Owais Javed,48120-6832042-1,3210,ACTIVE
6273847187963404,Hassan Rashid,94365-5335377-7,4509,ACTIVE
6273847923587205,Tariq Bashir,45836-6139005-2,1064,ACTIVE
6273844137559020,Bilal Nawaz,13944-1397272-1,1444,ACTIVE
6273844358275253,Junaid Farooq,82470-7352948-8,4591,ACTIVE
6273841972481525,Farhan Aslam,19151-7348123-7,2631,ACTIVE
6273841350407926,Sadia Malik,29112-1383338-7,1854,ACTIVE
6273849642478119,Usman Khan,81323-5412899-5,3736,ACTIVE
6273845514686875,Rabia Butt,74026-9918758-7,1926,ACTIVE
6273844214400711,Sadia Aslam,48698-9414055-1,1827,ACTIVE
6273845610836342,Shahid Aslam,95058-9503122-7,95,ACTIVE
6273847345543669,Iqra Siddiqui,12409-4086951-3,3414,ACTIVE
6273849091395200,Bilal Siddiqui,61404-8880652-8,4562,ACTIVE
6273849772401851,Zainab Javed,54487-1296578-6,4804,ACTIVE
6273849251043501,Shahid Malik,67376-2438525-9,3110,ACTIVE
6273847099930531,Adnan Chaudhry,11080-6753938-5,3729,ACTIVE
6273847629727936,Umar Qureshi,79991-3579758-5,539,ACTIVE
6273845115733323,Imran Iqbal,72550-3215347-1,1729,ACTIVE
6273841780620576,Owais Iqbal,35863-8653119-2,842,ACTIVE
6273841862335044,Tariq Aslam,18398-4530288-6,3468,ACTIVE
6273845797789589,Hira Chaudhry,97256-7279033-7,1568,ACTIVE
6273845497784254,Iqra Bashir,83585-5453110-3,578,ACTIVE
6273843018210333,Adnan Siddiqui,87917-8469879-7,272,ACTIVE
6273849274994892,Bilal Bashir,29103-2415682-7,3171,ACTIVE
6273847280180516,Imran Rashid,97336-2377613-9,4777,ACTIVE
6273849972654378,Bilal Javed,78929-3002465-8,657,ACTIVE
6273842449783883,Zainab Bashir,31483-3612784-5,3670,ACTIVE
6273842316515563,Owais Malik,41789-3807269-8,4081,ACTIVE
6273849178304581,Kashif Rashid,46172-5020826-6,3147,ACTIVE
6273848647725122,Hassan Siddiqui,11194-2566072-6,856,ACTIVE
6273843676242791,Amna Sultan,86633-7067888-2,810,ACTIVE
6273844265912436,Rabia Butt,74594-7158023-1,2674,ACTIVE
6273848881831508,Amna Ahmed,76286-3047303-1,4986,ACTIVE
6273843395368599,Ahmed Nawaz,31985-4545580-1,1444,ACTIVE
6273847488979433,Tariq Malik,36296-5724914-5,563,ACTIVE
6273847182201596,Iqra Zafar,70128-8212897-5,3052,ACTIVE
6273845618784792,Hina Butt,68432-7227822-2,3282,ACTIVE
6273847099936990,Adnan Hussain,50786-2354040-2,3974,ACTIVE
6273845195958889,Sadia Chaudhry,29219-4865632-1,3795,ACTIVE
6273847620291126,Imran Aslam,32977-6894613-6,1595,ACTIVE
6273846673318778,Zainab Butt,74820-6682588-7,4210,ACTIVE
6273844618712224,Zainab Rashid,14133-1626744-3,810,ACTIVE
6273849852922763,Laiba Qureshi,96804-7064960-2,1739,ACTIVE
6273844915895717,Laiba Hussain,28030-3508705-1,3547,ACTIVE
6273844379162349,Ahmed Aslam,96184-7731368-7,4438,ACTIVE
6273845949916381,Hassan Malik,43842-7804316-5,3120,ACTIVE
6273841598386577,Sadia Nawaz,69522-3867788-1,3182,ACTIVE
6273846046447392,Mehwish Malik,67997-5466182-8,4632,ACTIVE
6273849815785400,Kashif Raza,50379-4921311-3,2725,ACTIVE
6273843642209892,Sadia Javed,18000-1034151-2,3801,ACTIVE
6273842811599933,Nimra Siddiqui,87988-5702645-1,565,ACTIVE
6273849022168002,Ayesha Hussain,97272-3430089-9,4180,ACTIVE
6273842409374436,Zainab Sultan,77864-1828409-6,4325,ACTIVE
6273844918328419,Ayesha Chaudhry,30835-3113850-1,1633,ACTIVE
6273845966352562,Noor Siddiqui,39787-5875993-9,3555,ACTIVE
6273849587071668,Hassan Nawaz,53398-6207510-9,3993,ACTIVE
6273846000624156,Iqra Iqbal,89794-2044804-9,3244,ACTIVE
6273842126323703,Umar Raza,44414-4185640-5,1317,ACTIVE
6273848805509291,Laiba Khan,45652-4588285-8,1808,ACTIVE
6273847689223175,Hassan Javed,18294-2702049-8,4088,ACTIVE
6273846245393452,Adnan Malik,35934-5835831-3,4813,ACTIVE
6273844812387687,Ahmed Ahmed,46280-9560519-4,1057,ACTIVE
6273847974980534,Usman Iqbal,14768-5087300-8,2170,ACTIVE
6273849972950706,Junaid Hussain,47905-1204122-7,1698,ACTIVE
6273846080059958,Maryam Qureshi,99800-2633344-3,4855,ACTIVE
6273842935373090,Farhan Sheikh,16807-3429668-4,2976,ACTIVE
6273844154773274,Shahid Khan,63150-1197651-2,2071,ACTIVE
6273846618074965,Mehwish Raza,36110-4856101-7,1093,ACTIVE
6273849918149632,Maryam Sultan,23531-9745198-4,1429,ACTIVE
6273845704095049,Amna Bashir,57712-8254116-8,2435,ACTIVE
6273847788773683,Hira Butt,81329-9793908-4,3371,ACTIVE
6273843940025112,Amna Iqbal,89402-9779319-6,3940,ACTIVE
6273844133782067,Farhan Malik,93597-2869275-1,2744,ACTIVE
6273847816270150,Amna Rashid,20938-9203146-8,1781,ACTIVE
6273843764905269,Imran Qureshi,95410-8512970-7,2265,ACTIVE
6273846055419959,Danish Sheikh,22804-8760464-2,2086,ACTIVE
6273848812862785,Umar Rashid,53818-2931509-3,25,ACTIVE
6273849783397722,Hira Javed,43989-6203976-7,810,ACTIVE
6273844268242121,Laiba Hussain,25269-6587866-5,1543,ACTIVE
6273843573472574,Sana Javed,91372-4205029-4,4813,ACTIVE
6273849761356755,Mehwish Rashid,30355-9803039-1,2048,ACTIVE
6273843935553846,Ahmed Mirza,16107-4043623-6,668,ACTIVE
6273843361410877,Bilal Javed,39671-5569328-5,1291,ACTIVE
6273848265943689,Sana Chaudhry,59307-8437318-5,2360,ACTIVE
6273848948763818,Nimra Raza,61649-8515906-2,1070,ACTIVE
6273841229269835,Nimra Butt,12353-7396387-3,3627,ACTIVE
6273843312871056,Sana Qureshi,48357-9660331-3,663,ACTIVE
6273846271523998,Hina Raza,87114-2727518-5,2914,ACTIVE
6273841769385019,Hina Mirza,50640-2746297-5,1492,ACTIVE
6273843788179505,Usman Butt,78828-2179158-5,910,ACTIVE
6273849100329958,Umar Mirza,43464-7636037-7,550,ACTIVE
6273843483024341,Hassan Malik,60707-8095916-8,3997,ACTIVE
6273842077944657,Farhan Malik,31756-1578172-1,4492,ACTIVE
6273845145326221,Usman Ahmed,29596-2465108-1,2936,ACTIVE
6273846063846265,Usman Hussain,59238-2389582-7,3082,ACTIVE
6273844870005855,Fatima Farooq,21005-4043254-2,2698,BLOCKED
6273845865865620,Fatima Javed,67397-6269086-4,2822,ACTIVE
6273847051435414,Hassan Chaudhry,63523-5349784-3,4007,ACTIVE
6273844742210230,Shahid Raza,68250-4349031-5,4048,ACTIVE
6273845399302607,Bilal Hussain,99169-1401944-4,473,ACTIVE
6273846426265315,Imran Raza,10717-3445410-2,74,ACTIVE
6273848208089575,Shahid Aslam,40686-3842467-6,236,ACTIVE
6273845294157220,Asad Rashid,27592-9981635-2,3160,ACTIVE
6273841660111275,Zainab Qureshi,74640-7758365-5,3115,ACTIVE
6273846658174976,Fatima Qureshi,77999-4032879-2,2000,BLOCKED
6273841279983580,Hina Aslam,37052-4541002-7,2130,ACTIVE
6273848620889442,Asad Butt,41583-5928710-9,2471,ACTIVE
6273841544922062,Ayesha Sheikh,13771-1616981-3,1334,ACTIVE
6273848015434786,Ahmed Qureshi,44858-6163759-4,256,ACTIVE
6273848528156411,Danish Iqbal,43560-3693667-6,813,ACTIVE
6273843832311103,Ayesha Ahmed,14059-9406298-3,1273,ACTIVE
6273847169817148,Amna Iqbal,50610-8316905-1,4400,ACTIVE
6273846583555652,Kashif Hussain,77973-2009611-5,3654,ACTIVE
6273844447647420,Owais Zafar,66676-7757807-4,3229,ACTIVE
6273846324711164,Nimra Qureshi,52493-8033339-4,2445,ACTIVE
6273847489906072,Farhan Mirza,41509-3235341-1,4941,ACTIVE
6273843504631716,Kashif Butt,62579-6829030-5,3366,ACTIVE
6273848042492550,Zainab Qureshi,19655-8232037-7,1251,ACTIVE
6273841333978730,Fatima Aslam,44542-1633004-1,3628,ACTIVE
6273846274270281,Umar Rashid,43363-5936848-7,4766,ACTIVE
6273841953154430,Amna Ahmed,35581-2526568-6,3460,ACTIVE
6273846904136791,Kashif Raza,10322-7086522-2,1743,ACTIVE
6273847067753879,Iqra Chaudhry,29386-6817369-6,1588,ACTIVE
6273843550149872,Ahmed Javed,97747-8531715-9,219,ACTIVE
6273844580657752,Imran Qureshi,60418-2369207-9,3935,BLOCKED
6273847571995451,Danish Bashir,74677-1153994-2,4464,ACTIVE
6273848506074718,Owais Ahmed,89468-5050877-9,4529,ACTIVE
6273848325132858,Adnan Butt,27080-7817905-4,1929,ACTIVE
6273843451531240,Farhan Bashir,31983-5287792-5,4026,BLOCKED
6273841023336394,Farhan Qureshi,55921-1118960-3,1488,ACTIVE
6273846483187251,Farhan Raza,82506-3304593-6,1452,ACTIVE
6273843715121486,Rabia Aslam,78045-2347612-7,3162,ACTIVE
6273846517498654,Junaid Siddiqui,26209-5180617-4,2100,ACTIVE
6273843920361492,Umar Hussain,47766-5658454-1,1368,ACTIVE
6273844428423818,Danish Rashid,79902-8694691-6,2661,ACTIVE
6273842234625648,Farhan Chaudhry,25502-3357717-4,3566,ACTIVE
6273841867778448,Farhan Nawaz,63697-1154056-1,3415,ACTIVE
6273841977473611,Bilal Malik,56546-2421422-9,2068,ACTIVE
6273849051323860,Amna Iqbal,41745-5613403-2,1678,ACTIVE
6273848330910130,Laiba Aslam,10993-2631709-1,119,ACTIVE
6273848654844681,Nimra Mirza,18302-2074109-8,3089,ACTIVE
6273844333769563,Fatima Bashir,42940-1912685-7,3777,ACTIVE
6273841999921737,Kashif Bashir,73985-9677186-9,383,ACTIVE
6273846500276191,Tariq Hussain,95810-1070757-4,2696,ACTIVE
6273842456870298,Ayesha Mirza,11713-9805790-1,2275,ACTIVE
6273843126744552,Hira Siddiqui,11736-2066747-4,1607,ACTIVE
6273842370347430,Umar Farooq,14700-8586480-7,190,ACTIVE
6273846459194088,Hina Chaudhry,98074-7824188-6,1798,ACTIVE
6273847125664959,Farhan Khan,88274-9312672-1,4887,ACTIVE
6273848028405962,Owais Hussain,76089-1701491-5,3969,ACTIVE
6273844423045178,Maryam Mirza,47488-1147233-7,3244,ACTIVE
6273848392771881,Junaid Mirza,85085-4789955-6,1011,ACTIVE
6273842039322706,Iqra Aslam,65799-6809726-9,4270,ACTIVE
6273849490911588,Danish Mirza,28111-9573176-8,1695,ACTIVE
6273849361343829,Hassan Butt,39002-1401887-4,3678,ACTIVE
6273841761987736,Owais Bashir,59892-7194865-6,4706,ACTIVE
6273842396487403,Junaid Chaudhry,54810-6938610-8,4420,ACTIVE
6273846619678956,Bilal Iqbal,27583-3299395-9,2114,ACTIVE
6273843457774100,Kashif Raza,66753-5143777-1,2086,ACTIVE
6273842274989790,Adnan Sheikh,79578-5244291-5,3276,ACTIVE
6273847899704452,Laiba Ahmed,42820-6574060-9,2830,ACTIVE
6273842229708201,Ahmed Sheikh,38401-2425932-5,263,ACTIVE
6273843491859255,Ahmed Rashid,76724-7810026-2,4594,ACTIVE
6273849514794898,Adnan Nawaz,77862-8194307-3,1262,ACTIVE
6273845058457828,Junaid Nawaz,19581-5566230-2,1491,BLOCKED
6273842417545021,Fatima Hussain,26811-2868211-3,2474,ACTIVE
6273846105151962,Imran Sultan,80432-7257491-8,1753,ACTIVE
6273848256270851,Sadia Bashir,70993-2061930-6,3103,ACTIVE
6273841853217936,Asad Sheikh,65613-8372819-8,1682,ACTIVE
6273844909702932,Tariq Bashir,10777-9332791-4,1346,ACTIVE
6273848165329568,Sana Hussain,95789-6956777-5,3046,ACTIVE
6273846565273601,Tariq Ahmed,70982-7661487-7,1067,ACTIVE
6273849442887748,Kashif Butt,94303-7030990-6,3414,ACTIVE
6273844031520667,Bilal Aslam,89479-8045856-6,734,ACTIVE
6273846955813128,Kashif Rashid,23329-4431126-6,4451,ACTIVE
6273841036230686,Junaid Malik,80353-8730441-1,2542,ACTIVE
6273848609651185,Rabia Javed,74929-5394833-5,2483,ACTIVE
6273849686830876,Shahid Iqbal,55836-4593272-6,1830,ACTIVE
6273841533034235,Amna Aslam,57557-4518768-5,809,ACTIVE
6273843503723387,Zainab Mirza,57332-3964737-6,242,ACTIVE
6273848868000977,Mehwish Sultan,23235-7801427-6,2819,ACTIVE
6273848942147019,Junaid Farooq,59575-2167807-9,4387,ACTIVE
6273848180355979,Ahmed Siddiqui,65920-1354959-3,626,ACTIVE
6273844213296233,Iqra Zafar,67799-4923526-4,4831,ACTIVE
6273841078122208,Owais Hussain,80030-8304763-5,3820,ACTIVE
6273848840291854,Ahmed Chaudhry,13012-4111217-4,3721,ACTIVE
6273845679988973,Rabia Aslam,83220-2740992-9,4436,ACTIVE
6273844240806392,Hassan Aslam,89604-8586682-2,4654,ACTIVE
6273848185245678,Rabia Butt,17690-2595521-5,2028,ACTIVE
6273841291393510,Maryam Butt,52743-1068883-5,3499,ACTIVE
6273843786528754,Sadia Hussain,51474-6347288-8,4766,ACTIVE
6273844221330746,Asad Chaudhry,18124-4377765-8,4142,ACTIVE
6273847647303964,Usman Qureshi,97573-5573926-4,334,ACTIVE
6273844027253273,Junaid Sultan,25921-1155387-6,1587,ACTIVE
6273845295885310,Owais Zafar,50604-5911222-3,1325,ACTIVE
6273842193125268,Bilal Sheikh,83408-6930653-1,3505,ACTIVE
6273845172032625,Zainab Sheikh,71254-8420854-6,3896,ACTIVE
6273848882900322,Laiba Khan,68842-7886053-1,2602,ACTIVE
6273847846544586,Umar Sheikh,29169-3630342-3,2947,ACTIVE
6273843077550944,Amna Iqbal,78503-4298333-8,1280,ACTIVE
6273847903678635,Rabia Aslam,77661-5710924-3,4340,ACTIVE
6273845438371297,Hira Nawaz,61388-3595781-8,4632,ACTIVE
6273847989920466,Laiba Javed,16108-1989723-4,77,ACTIVE
6273844219393411,Adnan Raza,55176-8041213-4,2739,ACTIVE
6273847458989490,Farhan Khan,56418-1643673-5,81,ACTIVE
6273844526670426,Umar Khan,48841-5870795-9,187,ACTIVE
6273843182774933,Mehwish Hussain,50973-2547142-2,1730,ACTIVE
